###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59813.560694 -21.331  1.721   -11   18 o  0   1.06  44.00000  22.00000  8945.07  5317.05 3.17 3.04   6.8 -0.444 19.09 20.66 02a59813o0686o
59813.569224 -20.890  1.031   -16   16 o  0   1.04  44.00000  22.00000  8927.14  5432.93 3.25 3.10  13.2 -0.419 19.11 20.73 02a59813o0700o
59815.562901  19.988  0.433    37   16 o  0   0.96  44.00000  22.00000  5856.23  7425.88 3.50 3.14  45.2 -0.385 19.11 20.65 01a59815o0784o
59815.565178  20.419  0.549    25   14 o  0   1.16  44.00000  22.00000  5836.68  7385.50 3.34 2.91  42.6 -0.400 19.19 20.67 01a59815o0789o
59815.572150 -21.792  2.333    -7   16 o  0   0.91  44.00000  22.00000  5897.14  7460.61 3.34 2.96  55.2 -0.415 19.12 20.80 01a59815o0802o
59815.577324 -20.318  0.488   -27   13 o  0   1.07  44.00000  22.00000  5915.18  7343.16 3.33 2.93  43.4 -0.404 19.21 20.74 01a59815o0813o
59816.552451  25.007 39.000     0   14 o  0   0.71  44.00000  22.00000  2597.71  3322.55 2.81 2.68  48.8 -0.471 19.22 20.56 01a59816o0687o
59816.554727  21.700  1.857     8   14 o  0   1.16  44.00000  22.00000  2577.07  3282.93 2.81 2.68  46.3 -0.472 19.24 20.56 01a59816o0692o
59816.557919  20.632  0.705    20   14 o  0   0.90  44.00000  22.00000  2637.93  3359.99 2.83 2.68  44.4 -0.471 19.21 20.57 01a59816o0699o
59816.576478  20.646  0.664    20   13 o  0   0.88  44.00000  22.00000  2656.17  3240.34 2.82 2.70  41.9 -0.470 19.29 20.75 01a59816o0737o
59817.521252  22.085  2.206     5   12 c  0   0.94  44.00000  22.00000  8975.90  5352.33 2.67 2.43  32.0 -0.400 19.50 21.15 02a59817o0602c
59817.534007 -21.640  1.367    -8   11 c  0   1.07  44.00000  22.00000  8995.45  5393.90 2.75 2.51  27.7 -0.393 19.46 21.18 02a59817o0628c
59817.537187  21.009  0.753    14   11 c  0   0.97  44.00000  22.00000  8937.10  5316.31 2.75 2.49  30.9 -0.387 19.50 21.23 02a59817o0635c
59817.540434  20.665  0.598    20   12 c  0   1.11  44.00000  22.00000  8917.61  5434.43 2.82 2.54  29.4 -0.387 19.46 21.24 02a59817o0642c
59818.624253 -20.942  0.877   -15   13 c  0   0.90  44.00000  22.00000   106.09  9617.28 2.44 2.12 -49.6 -0.459 19.61 21.51 02a59818o0321c
59818.627455  22.005  2.425     6   14 c  0   1.02  44.00000  22.00000    87.29  9579.56 2.58 2.20 -51.4 -0.436 19.53 21.36 02a59818o0328c
59818.630622  22.707  3.773     3   11 c  0   1.62  44.00000  22.00000   144.59  9657.08 2.47 2.09 -50.7 -0.475 19.43 21.02 02a59818o0335c
59818.633795  20.262  0.556    28   16 c  0   1.26  44.00000  22.00000   165.42  9538.11 2.51 2.14 -53.7 -0.455 19.12 20.45 02a59818o0342c
59819.496175  22.319  2.826     4   12 o  0   1.42  44.00000  22.00000  2593.45  3329.16 2.82 2.71  45.7 -0.472 19.29 20.76 01a59819o0595o
59819.521313 -21.480  1.184    -9   11 o  0   1.27  44.00000  22.00000  2576.37  3289.39 2.86 2.78  66.0 -0.459 19.27 20.83 01a59819o0647o
59819.524499  23.575  9.250     1   12 o  0   0.98  44.00000  22.00000  2635.25  3364.11 2.69 2.57  44.1 -0.482 19.35 20.83 01a59819o0654o
59819.553091  20.353  0.510    26   13 o  0   1.48  44.00000  22.00000  2658.89  3242.99 2.85 2.70  50.2 -0.469 19.09 20.99 01a59819o0713o
59820.527513 -21.811  2.000    -7   14 o  0   1.03  44.00000  22.00000  2596.39  3323.85 2.92 2.81  48.6 -0.457 19.25 20.80 01a59820o0606o
59820.530291 -20.882  0.725   -16   12 o  0   1.35  44.00000  22.00000  2576.01  3285.25 2.77 2.65  42.9 -0.475 19.31 20.81 01a59820o0612o
59820.536393  21.552  1.362     9   12 o  0   1.14  44.00000  22.00000  2636.21  3360.31 2.85 2.71  47.5 -0.462 19.34 20.85 01a59820o0624o
59820.541856  20.808  0.685    17   12 o  0   1.32  44.00000  22.00000  2654.87  3243.45 2.94 2.79  42.8 -0.451 19.29 20.86 01a59820o0636o
59821.543936 -22.159  2.024    -5   10 c  0   1.26  44.00000  22.00000 10459.66   946.39 2.33 2.01 -57.9 -0.424 19.63 21.53 02a59821o0698c
59821.546885  22.145  2.475     5   12 c  0   1.13  44.00000  22.00000 10479.33   985.51 2.41 2.10 -59.9 -0.425 19.61 21.53 02a59821o0704c
59821.549654  21.414  1.238    10   12 c  0   1.16  44.00000  22.00000 10421.89   908.69 2.74 2.40 -59.4 -0.399 19.48 21.53 02a59821o0710c
59821.555535 -21.145  0.750   -13   10 c  0   1.59  44.00000  22.00000 10401.61  1028.27 2.54 2.22 -61.5 -0.417 19.55 21.54 02a59821o0723c
59821.556892  20.787  0.473    18    8 c  0   1.45  44.00000  22.00000   589.40   929.58 2.43 2.24 -81.0 -0.452 19.57 21.47 02a59821o0726c
59821.585553  22.638  2.917     3    9 c  0   1.14  44.00000  22.00000   615.82   969.85 2.41 2.23 -86.9 -0.455 19.56 21.48 02a59821o0779c
59821.587362  21.700  1.380     8   10 c  0   0.90  44.00000  22.00000   557.35   890.91 2.55 2.43 -89.6 -0.437 19.49 21.48 02a59821o0783c
59821.590525  23.291  5.538     2   10 c  0   1.26  44.00000  22.00000   539.08  1007.83 2.40 2.25  89.1 -0.452 19.53 21.48 02a59821o0790c
59821.634872  20.031  0.621    35   22 c  0   0.89  44.00000  22.00000   123.83  9600.13 2.24 2.08 -39.9 -0.518 18.99 20.25 02a59821o0879c
59821.635323 -21.198  1.392   -12   17 c  0   1.33  44.00000  22.00000  9994.37  9622.79 2.76 2.50  25.7 -0.394 18.97 20.15 02a59821o0880c
59822.531955 -22.284  2.500    -4   11 c  0   1.25  44.00000  22.00000 10470.13   945.41 2.39 2.08 -57.9 -0.432 19.50 21.26 02a59822o0656c
59822.532859  21.625  1.200     8   10 c  0   1.23  44.00000  22.00000   599.78   928.74 2.40 2.23  90.0 -0.461 19.45 21.19 02a59822o0658c
59822.533764  26.147 110.000     0   14 c  0   0.91  44.00000  22.00000 10488.13   986.17 2.41 2.14 -56.8 -0.419 19.50 21.25 02a59822o0660c
59822.535572  22.932  3.895     2   10 c  0   1.62  44.00000  22.00000   619.40   970.02 2.34 2.18 -88.1 -0.460 19.48 21.18 02a59822o0664c
59822.536928  21.634  1.299     8   10 c  0   1.49  44.00000  22.00000 10431.12   909.35 2.36 2.08 -62.4 -0.433 19.52 21.24 02a59822o0667c
59822.538785  21.528  1.129     9   10 c  0   1.05  44.00000  22.00000   559.32   890.47 2.32 2.15 -89.8 -0.465 19.50 21.16 02a59822o0671c
59822.542070  21.097  0.873    13   12 c  0   1.11  44.00000  22.00000 10409.49  1026.70 2.35 2.06 -59.3 -0.445 19.53 21.26 02a59822o0678c
59822.546178 -21.232  0.862   -12   10 c  0   0.91  44.00000  22.00000   539.66  1005.42 2.27 2.15  85.5 -0.475 19.48 21.21 02a59822o0687c
59823.516708 -22.019  2.700    -6   15 o  0   0.87  44.00000  22.00000  2597.34  3321.06 2.83 2.72  51.7 -0.466 19.24 20.78 01a59823o0627o
59823.518987 -21.858  2.114    -7   14 o  0   1.08  44.00000  22.00000  2577.46  3283.19 2.84 2.72  44.7 -0.465 19.28 20.76 01a59823o0632o
59823.522190 -21.082  0.914   -13   12 o  0   1.15  44.00000  22.00000  2638.43  3359.08 2.89 2.74  50.8 -0.459 19.24 20.73 01a59823o0639o
59823.527658  20.567  0.621    22   13 o  0   1.20  44.00000  22.00000  2656.47  3241.67 2.84 2.70  50.3 -0.463 19.27 20.77 01a59823o0651o
59824.550608  21.989  2.412     6   14 o  0   0.87  44.00000  22.00000  1680.97  7217.08 2.72 2.59  75.0 -0.470 19.33 20.81 01a59824o0708o
59824.552496  23.215  7.000     2   13 o  0   0.91  44.00000  22.00000  1661.49  7178.54 2.73 2.62  88.9 -0.466 19.31 20.82 01a59824o0712o
59824.555700 -21.953  2.147    -6   13 o  0   1.07  44.00000  22.00000  1720.50  7254.05 2.80 2.63  68.1 -0.460 19.30 20.82 01a59824o0719o
59824.561178  21.452  1.286    10   12 o  0   1.15  44.00000  22.00000  1738.49  7136.63 2.73 2.59  71.3 -0.464 19.30 20.81 01a59824o0731o
59824.638204 -20.118  1.385   -33   45 o  0   1.21  44.00000  22.00000  8823.83  3346.55 2.99 2.75  25.6 -0.450 17.94 18.07 01a59824o0887o
59827.493290  21.117  1.042    13   14 o  0   1.23  44.00000  22.00000  1676.21  7229.12 2.79 2.73  78.7 -0.458 19.30 20.86 01a59827o0599o
59827.496476  22.769  4.875     3   14 o  0   0.98  44.00000  22.00000  1657.09  7191.04 2.73 2.69 -57.5 -0.466 19.33 20.86 01a59827o0606o
59827.499666  22.495  3.700     4   14 o  0   1.06  44.00000  22.00000  1716.94  7267.11 2.79 2.74 -87.9 -0.456 19.32 20.87 01a59827o0613o
59827.505155 -20.306  0.474   -27   13 o  0   0.97  44.00000  22.00000  1737.10  7147.05 2.94 2.88  84.9 -0.444 19.23 20.87 01a59827o0625o
59828.507570  22.216  3.043     5   14 o  0   1.17  44.00000  22.00000  1682.85  7223.03 3.00 2.92  83.4 -0.439 19.13 20.57 01a59828o0520o
59828.520322  20.627  0.660    20   13 o  0   1.25  44.00000  22.00000  1663.05  7181.62 3.14 3.08  88.6 -0.399 19.19 20.83 01a59828o0547o
59828.522147  23.872 15.500     1   16 o  0   0.96  44.00000  22.00000  1722.29  7258.07 3.44 3.37  75.4 -0.381 19.11 20.84 01a59828o0551o
59828.524879 -20.897  0.857   -16   14 o  0   1.13  44.00000  22.00000  1741.75  7140.19 3.19 3.12  85.6 -0.413 19.19 20.86 01a59828o0557o
59831.473207  20.526  0.952    22   21 o  0   1.19  44.00000  22.00000  1651.25  7242.45 2.76 2.15 -44.9 -0.507 18.83 19.31 01a59831o0416o
59831.498085  21.642  2.661     8   21 o  0   1.09  44.00000  22.00000  1638.45  7198.51 2.85 2.25 -43.7 -0.496 18.88 19.45 01a59831o0466o
59831.499971 -20.971  1.376   -15   20 o  0   1.00  44.00000  22.00000  1696.05  7275.35 2.89 2.30 -44.9 -0.491 18.86 19.46 01a59831o0470o
59831.503735 -20.625  1.110   -20   23 o  0   0.90  44.00000  22.00000  1717.51  7158.39 2.71 2.16 -46.6 -0.511 18.93 19.46 01a59831o0478o
59832.526362  22.381  5.825     4   24 o  0   1.03  44.00000  22.00000  8864.26  3582.15 2.26 1.96 -63.1 -0.531 18.96 19.20 01a59832o0377o
59832.528675 -19.943  0.472   -38   18 o  0   1.19  44.00000  22.00000  8844.78  3543.40 2.22 1.97 -63.5 -0.524 18.97 19.20 01a59832o0382o
59832.531444  20.645  1.053    20   21 o  0   1.20  44.00000  22.00000  8903.08  3621.55 2.34 1.99 -64.1 -0.532 18.94 19.19 01a59832o0388o
59832.541581  20.717  1.016    19   19 o  0   1.04  44.00000  22.00000  8924.01  3501.21 2.31 1.98 -63.7 -0.519 18.93 19.18 01a59832o0409o
59832.639259 -20.820  1.816   -17   31 o  0   1.36  44.00000  22.00000  1683.88  7200.18 2.17 2.11 -62.3 -0.512 18.50 18.41 01a59832o0609o
59833.469265  19.522  4.415    56  249 o  0   1.54  44.00000  22.00000  9903.29  7181.73 2.31 2.21  19.7 -0.492 16.89 16.46 02a59833o0550o
59833.471074  20.486  7.724    23  179 o  0   1.28  44.00000  22.00000  9923.63  7220.34 2.28 2.20  -4.7 -0.455 17.29 17.01 02a59833o0554o
59833.474237 -20.171  7.851   -31  244 o  0   1.34  44.00000  22.00000  9863.20  7143.63 2.30 2.12  21.7 -0.485 17.15 16.85 02a59833o0561o
59833.479674 -19.112  1.878   -82  154 o  0   1.78  44.00000  22.00000  9843.68  7260.40 2.33 2.17  21.0 -0.483 17.73 17.75 02a59833o0573o
59838.512480  19.744  0.652    46   30 o  0   0.86  44.00000  22.00000  9990.63  9135.44 2.44 2.24 -48.4 -0.426 18.70 18.99 02a59838o0619o
59838.514289 -19.465  0.436   -59   26 o  0   1.38  44.00000  22.00000 10010.18  9174.51 2.40 2.17 -49.7 -0.445 18.61 18.87 02a59838o0623o
59838.517034  19.965  0.957    38   36 o  0   1.30  44.00000  22.00000  9950.57  9096.77 2.42 2.23 -55.2 -0.428 18.45 18.68 02a59838o0629o
59838.549609  20.266  0.731    28   21 o  0   1.32  44.00000  22.00000  9935.60  9222.28 2.32 2.23 -70.7 -0.426 19.08 19.79 02a59838o0697o
59839.528011  22.587  3.594     3   12 o  0   1.04  44.00000  22.00000  7389.86  3563.11 2.33 2.18  39.8 -0.432 19.43 20.36 01a59839o0654o
59839.529860  22.718  4.143     3   12 o  0   1.08  44.00000  22.00000  7370.87  3523.94 2.35 2.19  42.9 -0.428 19.41 20.36 01a59839o0658o
59839.536933  20.925  0.708    16   11 o  0   1.26  44.00000  22.00000  7430.03  3601.23 2.38 2.20  38.9 -0.429 19.44 20.43 01a59839o0673o
59839.542520 -20.341  0.531   -26   14 o  0   1.06  44.00000  22.00000  7449.63  3484.23 2.37 2.22  39.9 -0.432 19.39 20.35 01a59839o0685o
59840.534901 -25.072 34.667    -0   12 o  0   0.89  44.00000  22.00000  6597.18  9760.80 2.39 2.28  72.5 -0.434 19.56 20.61 01a59840o0668o
59840.537230  21.006  0.786    14   11 o  0   1.05  44.00000  22.00000  6578.13  9721.53 2.38 2.30  65.8 -0.433 19.60 20.61 01a59840o0673o
59840.539998 -22.492  3.030    -4   11 o  0   1.19  44.00000  22.00000  6636.12  9800.00 2.35 2.24  73.3 -0.440 19.58 20.61 01a59840o0679o
59840.566457 -24.720 24.400    -0   12 o  0   0.94  44.00000  22.00000  3861.13  1050.03 2.14 2.01  45.6 -0.489 19.60 20.63 01a59840o0732o
59840.632340  23.640 11.625     1   15 o  0   0.99  44.00000  22.00000  3914.45   993.87 2.48 2.38  39.1 -0.460 19.06 20.15 01a59840o0861o
59841.566545  23.229  6.125     2   11 o  0   0.89  44.00000  22.00000   580.53  1429.74 2.17 2.03  52.1 -0.461 19.41 20.78 02a59841o0758o
59841.569708  21.069  0.823    14   11 o  0   0.89  44.00000  22.00000   561.15  1392.94 2.08 1.96  51.0 -0.480 19.45 20.77 02a59841o0765o
59841.575977  21.078  0.575    14    8 o  0   1.88  44.00000  22.00000   621.35  1471.64 2.01 1.88  46.6 -0.466 19.50 20.78 02a59841o0778o
59841.609063  23.307  7.000     2   12 o  0   1.36  44.00000  22.00000   641.32  1353.83 2.43 2.28  52.2 -0.448 19.30 20.80 02a59841o0845o
59842.486493  20.326  0.558    27   15 o  0   0.95  44.00000  22.00000  8002.35  9243.52 2.17 2.15  67.3 -0.444 19.51 20.72 02a59842o0602o
59842.489205  22.047  2.830     6   16 o  0   0.70  44.00000  22.00000  8024.76  9283.04 2.14 2.11  43.6 -0.448 19.54 20.74 02a59842o0608o
59842.492821  20.572  0.676    21   14 o  0   1.14  44.00000  22.00000  7965.80  9205.74 2.14 2.09  35.7 -0.444 19.50 20.74 02a59842o0616o
59842.498131 -20.669  0.662   -20   13 o  0   1.26  44.00000  22.00000  7945.05  9321.72 2.23 2.17 -71.3 -0.442 19.48 20.77 02a59842o0626o
59843.564859  22.778  4.360     3   12 o  0   0.77  44.00000  22.00000  3930.83   972.97 2.38 2.20  46.3 -0.473 19.47 20.47 01a59843o0651o
59843.567721  21.308  1.073    11   12 o  0   1.31  44.00000  22.00000  3950.90  1012.91 2.39 2.22  44.2 -0.471 19.42 20.45 01a59843o0657o
59843.574519 -21.593  1.455    -8   12 o  0   1.15  44.00000  22.00000  3894.00   934.14 2.35 2.17  49.8 -0.472 19.44 20.47 01a59843o0670o
59843.604137 -20.994  0.886   -14   13 o  0   0.99  44.00000  22.00000  3883.06  1052.71 2.34 2.17  48.3 -0.478 19.45 20.43 01a59843o0731o
59844.556508 -22.085  1.486    -5    8 c  0   1.05  44.00000  22.00000  3932.45   976.97 2.95 2.74  50.6 -0.376 19.73 21.57 01a59844o0728c
59844.560563  21.239  0.686    12    8 c  0   1.31  44.00000  22.00000  3951.36  1017.67 2.74 2.63  35.2 -0.421 19.78 21.54 01a59844o0735c
59844.592086 -22.073  1.526    -5    8 c  0   1.03  44.00000  22.00000  3902.87   942.29 2.90 2.69  54.6 -0.384 19.71 21.51 01a59844o0800c
59844.620889  21.442  0.846    10    8 c  0   0.98  44.00000  22.00000  3891.30  1061.88 3.00 2.77  51.1 -0.367 19.67 21.50 01a59844o0860c
59845.493072 -21.326  1.237   -11   13 o  0   1.69  44.00000  22.00000  8005.93  9240.90 2.35 2.18  32.6 -0.437 19.44 20.85 02a59845o0626o
59845.494880 -20.140  0.474   -32   15 o  0   0.93  44.00000  22.00000  8026.32  9279.69 2.46 2.21  36.6 -0.429 19.38 20.82 02a59845o0630o
59845.498497 -22.813  5.500    -3   15 o  0   1.13  44.00000  22.00000  7966.56  9202.53 2.41 2.26  35.2 -0.429 19.45 20.83 02a59845o0638o
59845.504489 -23.640 11.000    -1   14 o  0   1.14  44.00000  22.00000  7944.39  9321.38 2.54 2.27  29.0 -0.424 19.38 20.86 02a59845o0651o
59846.485093  21.352  1.313    10   14 o  0   1.49  44.00000  22.00000  8005.28  9240.40 2.26 2.24  31.1 -0.438 19.46 20.70 02a59846o0555o
59846.486900  20.258  0.447    29   13 o  0   1.32  44.00000  22.00000  8024.70  9279.86 2.34 2.30  43.7 -0.431 19.43 20.70 02a59846o0559o
59846.492359  20.556  0.773    22   17 o  0   0.99  44.00000  22.00000  7963.12  9201.95 2.22 2.15 -84.6 -0.444 19.50 20.71 02a59846o0570o
59846.497812  21.868  1.818     6   12 o  0   1.32  44.00000  22.00000  7944.24  9322.50 2.15 2.13 -88.4 -0.446 19.52 20.72 02a59846o0581o
59847.480222  23.125  4.077     2    8 c  0   1.25  44.00000  22.00000  6568.15  9765.71 3.04 2.87  69.8 -0.352 19.66 21.39 01a59847o0504c
59847.482094 -23.240  5.167    -2   10 c  0   1.01  44.00000  22.00000  6549.41  9725.90 3.00 2.85  77.5 -0.355 19.66 21.37 01a59847o0508c
59847.484865 -20.770  0.400   -18    7 c  0   1.81  44.00000  22.00000  6607.15  9804.51 3.09 2.93  70.7 -0.352 19.62 21.37 01a59847o0514c
59847.494094  20.483  0.408    23   10 c  0   1.07  44.00000  22.00000  6631.26  9686.59 3.06 2.82  63.8 -0.346 19.64 21.41 01a59847o0531c
59848.493150 -23.989 10.000    -1    9 c  0   1.15  44.00000  22.00000  2739.84  9954.70 3.10 2.85  76.8 -0.332 19.62 21.38 01a59848o0573c
59848.495460  22.070  1.914     5   10 c  0   0.77  44.00000  22.00000  2721.29  9915.09 3.11 2.86  75.9 -0.331 19.65 21.38 01a59848o0578c
59848.501003  22.118  1.853     5   10 c  0   1.02  44.00000  22.00000  2777.73  9990.68 3.07 2.86  77.5 -0.334 19.59 21.34 01a59848o0590c
59848.510768  21.549  1.145     9   10 c  0   0.90  44.00000  22.00000  2800.23  9872.14 3.17 2.89  74.1 -0.326 19.59 21.32 01a59848o0611c
59849.473614  21.685  1.571     8   12 o  0   0.86  44.00000  22.00000  8006.90  9241.61 2.36 2.28  36.3 -0.428 19.52 20.93 02a59849o0567o
59849.475422  20.647  0.589    20   12 o  0   0.90  44.00000  22.00000  8027.21  9281.03 2.33 2.20  41.0 -0.432 19.55 20.91 02a59849o0571o
59849.479701  21.143  0.826    13   10 o  0   1.11  44.00000  22.00000  7968.56  9202.74 2.40 2.26  37.0 -0.427 19.52 20.90 02a59849o0580o
59849.486384 -21.903  2.082    -6   13 o  0   0.67  44.00000  22.00000  7946.78  9320.11 2.28 2.15  40.1 -0.438 19.57 20.90 02a59849o0593o
59850.492125 -21.784  1.453    -7   10 o  0   1.39  44.00000  22.00000  2920.85  5149.70 2.55 2.02  31.9 -0.434 19.50 20.87 02a59850o0616o
59850.494386  21.217  1.140    12   14 o  0   0.96  44.00000  22.00000  2939.93  5188.35 2.57 2.10  34.6 -0.429 19.46 20.88 02a59850o0621o
59850.497551 -21.582  1.469    -8   12 o  0   0.62  44.00000  22.00000  2880.22  5110.84 2.54 2.01  31.3 -0.442 19.50 20.87 02a59850o0628o
59850.507363 -22.207  2.351    -5   11 o  0   1.17  44.00000  22.00000  2862.94  5227.24 2.51 1.99  35.0 -0.434 19.49 20.85 02a59850o0646o
59851.470519 -21.184  0.675   -12    8 c  0   1.18  44.00000  22.00000  2728.90  9954.42 3.03 2.79  73.8 -0.330 19.70 21.49 01a59851o0567c
59851.472833  22.635  2.667     3    9 c  0   1.07  44.00000  22.00000  2711.67  9916.70 3.11 2.83  75.8 -0.328 19.67 21.50 01a59851o0572c
59851.475603 -23.191  4.154    -2    8 c  0   1.15  44.00000  22.00000  2767.88  9994.11 3.06 2.78  78.1 -0.329 19.68 21.52 01a59851o0578c
59851.480678  20.818  0.533    17    9 c  0   1.06  44.00000  22.00000  2789.42  9876.08 3.08 2.76  72.3 -0.333 19.64 21.61 01a59851o0589c
59852.464665 -20.848  0.620   -17   10 c  0   0.98  44.00000  22.00000  2727.54  9956.49 3.23 2.86  79.0 -0.328 19.59 21.62 01a59852o0489c
59852.468749 -21.571  0.962    -8    8 c  0   1.14  44.00000  22.00000  2708.98  9917.32 3.18 2.94  77.4 -0.324 19.67 21.53 01a59852o0497c
59852.471522  21.577  0.925     8    8 c  0   1.60  44.00000  22.00000  2765.93  9994.29 3.17 2.94  77.0 -0.322 19.65 21.53 01a59852o0503c
59852.478785 -23.242  5.091    -2    9 c  0   1.13  44.00000  22.00000  2785.72  9874.22 3.28 3.01  74.3 -0.308 19.64 21.51 01a59852o0518c
59853.482687 -21.055  0.695   -14   10 o  0   1.23  44.00000  22.00000  2913.63  5151.78 2.42 1.85  31.0 -0.442 19.54 20.81 02a59853o0614o
59853.484975 -23.346  6.867    -2   11 o  0   0.81  44.00000  22.00000  2931.72  5191.66 2.35 1.83  31.8 -0.443 19.54 20.81 02a59853o0619o
59853.490313  21.903  1.946     6   12 o  0   1.07  44.00000  22.00000  2874.47  5112.55 2.37 1.82  30.9 -0.450 19.59 20.81 02a59853o0630o
59853.495461  25.506 46.500     0   11 o  0   0.95  44.00000  22.00000  2855.06  5228.74 2.42 1.82  28.8 -0.445 19.53 20.83 02a59853o0641o
59854.469570  22.155  1.690     5    8 o  0   2.34  44.00000  22.00000  2912.80  5152.11 2.40 1.89  33.4 -0.447 19.52 20.78 02a59854o0569o
59854.472811 -23.125  5.833    -2   12 o  0   0.84  44.00000  22.00000  2930.58  5191.65 2.37 1.83  33.0 -0.449 19.56 20.78 02a59854o0575o
59854.475775  21.242  0.960    12   11 o  0   1.13  44.00000  22.00000  2874.50  5111.29 2.37 1.86  33.8 -0.450 19.55 20.79 02a59854o0581o
59854.482694 -22.209  1.857    -5    9 o  0   1.33  44.00000  22.00000  2854.90  5226.57 2.31 1.86  32.0 -0.451 19.57 20.82 02a59854o0596o
59855.456257 -23.706  6.714    -1    8 c  0   1.15  44.00000  22.00000  2713.24  9958.55 3.13 2.84  79.3 -0.332 19.62 21.62 01a59855o0534c
59855.458659 -21.873  1.289    -6    8 c  0   1.41  44.00000  22.00000  2696.39  9920.10 3.23 2.83  78.3 -0.330 19.62 21.63 01a59855o0539c
59855.463454 -22.597  2.636    -3    9 c  0   1.02  44.00000  22.00000  2752.21  9995.48 3.04 2.81  78.3 -0.332 19.71 21.54 01a59855o0549c
59855.468531 -22.622  2.318    -3    8 c  0   1.09  44.00000  22.00000  2773.24  9877.58 3.04 2.81  76.1 -0.335 19.72 21.56 01a59855o0560c
59856.473630  21.799  1.184     7    8 c  0   1.17  44.00000  22.00000  8104.42  5417.14 2.91 2.74  46.8 -0.357 19.67 21.34 01a59856o0540c
59856.475507  24.511 13.000     1    7 c  0   1.37  44.00000  22.00000  8084.93  5377.17 2.93 2.75  37.7 -0.356 19.65 21.35 01a59856o0544c
59856.478278  20.991  0.592    15    9 c  0   1.01  44.00000  22.00000  8143.37  5454.80 2.93 2.73  39.9 -0.355 19.62 21.36 01a59856o0550c
59856.483817  21.878  1.149     6    7 c  0   1.29  44.00000  22.00000  8162.93  5336.88 2.87 2.68  45.9 -0.365 19.70 21.37 01a59856o0562c
59857.618303 -21.546  1.200    -9   10 o  0   1.89  44.00000  22.00000  7652.98  5425.23 2.28 1.96  35.3 -0.438 19.46 20.58 02a59857o0124o
59857.626287  21.418  1.151    10   11 o  0   1.19  44.00000  22.00000  7633.64  5386.55 2.23 1.96  34.9 -0.444 19.43 20.52 02a59857o0140o
59857.629908 -23.107  5.111    -2   11 o  0   1.57  44.00000  22.00000  7692.01  5463.71 2.22 1.97  34.0 -0.445 19.46 20.48 02a59857o0148o
59857.644624 -19.557  0.613   -55   34 o  0   1.30  44.00000  22.00000  7707.71  5347.56 2.24 1.94  33.0 -0.434 18.27 18.48 02a59857o0178o
59858.472160 -21.806  2.200    -7   15 o  0   1.11  44.00000  22.00000  4448.90   793.04 2.03 1.95  74.8 -0.468 19.09 19.93 02a59858o0596o
59858.474420 -23.333  8.875    -2   15 o  0   1.06  44.00000  22.00000  4468.22   832.65 1.97 1.94 -80.8 -0.468 19.06 19.85 02a59858o0601o
59858.477583  22.131  3.061     5   16 o  0   1.28  44.00000  22.00000  4411.45   754.10 2.01 1.95  67.5 -0.456 19.07 19.92 02a59858o0608o
59858.511671 -20.299  0.851   -28   23 o  0   1.43  44.00000  22.00000  6181.24  9696.20 2.16 2.06  38.9 -0.443 18.72 19.29 02a59858o0677o
59859.470646 -25.212 73.000    -0   22 o  0   0.80  44.00000  22.00000  8102.05  5415.31 2.45 2.27  44.2 -0.418 18.83 19.56 01a59859o0425o
59859.472495 -23.546 16.625    -1   23 o  0   1.55  44.00000  22.00000  8081.89  5376.06 2.42 2.27  62.7 -0.437 18.60 19.28 01a59859o0429o
59859.507573 -20.755  0.943   -18   17 o  0   0.74  44.00000  22.00000  2396.41  5291.27 2.49 2.22  50.0 -0.428 19.18 19.86 01a59859o0503o
59859.523392 -20.578  0.657   -21   14 o  0   1.31  44.00000  22.00000  2381.01  5408.92 2.52 2.26  47.2 -0.424 19.16 19.86 01a59859o0536o
59860.400903 -24.745 41.750    -0   19 o  0   1.29  44.00000  22.00000  8089.69  5433.85 2.41 2.24  35.4 -0.421 18.77 19.05 01a59860o0413o
59860.402753  23.883 23.444     1   24 o  0   0.78  44.00000  22.00000  8069.80  5394.05 2.33 2.25  30.5 -0.433 18.82 19.00 01a59860o0417o
59860.405534  21.465  2.169     9   20 o  0   1.12  44.00000  22.00000  8128.98  5472.84 2.51 2.33  30.4 -0.410 18.76 19.08 01a59860o0423o
59860.411074  20.551  0.989    22   22 o  0   0.87  44.00000  22.00000  8150.71  5356.47 2.46 2.24  31.3 -0.410 18.82 19.10 01a59860o0435o
59860.929652 -19.332  0.728   -67   49 o  0   1.09  44.00000  22.00000  7640.67  7336.41 2.78 2.25 -50.9 -0.364 17.92 17.88 03a59861o0440o
59860.931921 -21.121  4.051   -13   52 o  0   0.82  44.00000  22.00000  7622.40  7296.78 2.74 2.26 -49.0 -0.379 17.90 17.89 03a59861o0445o
59860.943982 -20.269  1.366   -28   39 o  0   1.36  44.00000  22.00000  7679.28  7375.87 2.60 2.18 -49.5 -0.396 18.00 17.97 03a59861o0470o
59860.947170  19.084  0.486    84   41 o  0   1.18  44.00000  22.00000  7698.83  7261.06 2.38 2.20 -52.3 -0.420 18.05 17.96 03a59861o0477o
59861.449955 -18.551  0.742  -138  102 o  0   0.91  44.00000  22.00000  4441.87   787.19 1.93 1.76  63.4 -0.468 16.83 16.80 02a59861o0543o
